date,Event Name,Meeting Place,Person,Source PDF
2023-02-20,ent's Day - State Holiday I,,,AG Taylor Calendar - February 2023.pdf
2023-02-20,Personal Appt~,,,AG Taylor Calendar - February 2023.pdf
2023-02-21,Meet & Greet with Rep. Cliff Groh,Capitol Room 430,"Dizon, Ninia R (LAW)",AG Taylor Calendar - February 2023.pdf
2023-02-21,Meeting AG Taylor/Cori Mills/Mags Paton-Walsh/Aaron Peterson re Litigation,,,AG Taylor Calendar - February 2023.pdf
2023-02-21,Meet & Greet with Rep. Alyse Galvin,Capitol Room 405,"Dizon, Ninia R (LAW)",AG Taylor Calendar - February 2023.pdf
2023-02-21,JNU toANC,,,AG Taylor Calendar - February 2023.pdf
2023-02-21,Microsoft T earns Meeting,,"Dizon, Ninia R (LAW)",AG Taylor Calendar - February 2023.pdf
2023-02-22,": AG, Cori Mills, Comm. Vincent-Lang, Aaron Peterson",,"Dunleavy, Governor (GOV sponsored)",AG Taylor Calendar - February 2023.pdf
2023-02-22,& Greet with Rep. Craig Johnson,"tol Room 21&,","Dizon, Ninia R (LAW)",AG Taylor Calendar - February 2023.pdf
2023-02-22,Meet & Greet with Rep. Rebecca Himschoot,Capitol Room 409,"Dizon, Ninia R (LAW)",AG Taylor Calendar - February 2023.pdf
2023-02-22,AKT/1 PM ET Meeting with Philanthropy Roundtable,osoft T earns Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - February 2023.pdf
2023-02-22,Microsoft T earns Meeting,,"Dizon, Ninia R (LAW)",AG Taylor Calendar - February 2023.pdf
2023-02-22,TENT Meeting AG Taylor/Michael Korniczky/Cori Mills/Randy Ruaro/Curtis Thayer re GC MOU,,,AG Taylor Calendar - February 2023.pdf
2023-02-22,11:15 Check In AG Taylor/Sam Curtis,Microsoft T earns Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - February 2023.pdf
2023-02-23,"PH: AG, Cori Mills, Susan Sonneborn, Ryan Bravo, Rebecca Polizzotto, Bill Milks","Dunleavy, Governor (GOV sponsored)",,AG Taylor Calendar - February 2023.pdf
2023-02-23,Meeting AG Taylor/DC limani/Cori Mills re Memo,osoft T earns Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - February 2023.pdf
2023-02-23,Economic Development Sub-cabinet Meeting,,,AG Taylor Calendar - February 2023.pdf
2023-02-23,Microsoft T earns Meeting,,"Sande, Julie A (Cl:D)",AG Taylor Calendar - February 2023.pdf
2023-02-23,10:15 Meeting with Sen. Matt Oaman,Capitol Room 429,"Dizon, Ninia R (LAW)",AG Taylor Calendar - February 2023.pdf
2023-02-24,Meet & Greet with Rep. Genevieve Mina,Capitol 420,"Dizon, Ninia R (LAW)",AG Taylor Calendar - February 2023.pdf
2023-02-24,Weekly Legislative Check In,,,AG Taylor Calendar - February 2023.pdf
2023-02-24,Microsoft T earns Meeting,,"Dizon, Ninia R (LAW)",AG Taylor Calendar - February 2023.pdf
2023-02-25,,,,AG Taylor Calendar - February 2023.pdf
2023-02-26,,,,AG Taylor Calendar - February 2023.pdf
2023-02-27,ANCtoJNU,,,AG Taylor Calendar - February 2023.pdf
2023-02-27,& Greet with Rep. CJ McCormick,"itol Room 41&,","Dizon, Ninia R (LA\',/)",AG Taylor Calendar - February 2023.pdf
2023-02-27,➔,,,AG Taylor Calendar - February 2023.pdf
2023-02-27,-,,,AG Taylor Calendar - February 2023.pdf
2023-02-27,In Juneau ToMar2,,,AG Taylor Calendar - February 2023.pdf
2023-02-28,In Juneau ToMar2,,,AG Taylor Calendar - February 2023.pdf
2023-02-28,➔,,,AG Taylor Calendar - February 2023.pdf
2023-02-28,Meet & Greet with Rep. Will Stapp,Capitol 513,"Dizon, Ninia R (LAW)",AG Taylor Calendar - February 2023.pdf
2023-02-28,Meet & Greet with Rep. Frank Tomaszewski,Capitol 501,"Dizon, Ninia R (LAW)",AG Taylor Calendar - February 2023.pdf
2023-02-28,Meet & Greet with Rep. Donna Mears,Capitol Room 112,"Dizon, Ninia R (LAW)",AG Taylor Calendar - February 2023.pdf
2023-02-28,Meeting ADOL/University of Wyoming re Recruitment,Zoom,"Dizon, Ninia R (LAW)",AG Taylor Calendar - February 2023.pdf
2023-02-28,-,,,AG Taylor Calendar - February 2023.pdf
2023-03-01,Meet & Greet with Rep. Stanley Wright,Capitol 412,"Dizon, Ninia R (LAW)",AG Taylor Calendar - March 2023.pdf
2023-03-01,From Feb 27 In Juneau To Mar 2 ➔,,,AG Taylor Calendar - March 2023.pdf
2023-03-01,Meeting AG Taylor/Stacie Kraly/Jessica Leeah/Cori Mills re Recruitment,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - March 2023.pdf
2023-03-01,Meeting AG Taylor/Angie Kemp/Stacie Kraly/Cori Mills/John Skidmore re Policy Review,Microsoft Teams,"Dizon, Ninia R (LAW)",AG Taylor Calendar - March 2023.pdf
2023-03-02,Meeting ADOL/Texas Tech University re Recruitment,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - March 2023.pdf
2023-03-02,Meeting AG Taylor/Stacie Kraly/Cori Mills re Waiver,"JNU AG's Office or Teams, if teleworking; =","Dizon, Ninia R (LAW)",AG Taylor Calendar - March 2023.pdf
2023-03-02,Meeting AG Taylor/John Skidmore,JNU AG's Office,"Dizon, Ninia R (LAW)",AG Taylor Calendar - March 2023.pdf
2023-03-02,0 0,,,AG Taylor Calendar - March 2023.pdf
2023-03-02,From Feb 27 In Juneau I,,,AG Taylor Calendar - March 2023.pdf
2023-03-02,Copy: Economic Development Sub-cabinet Meeting Canceled: Economic Development Sub-cabinet Meeting,Microsoft Teams Meeting Microsoft Teams Meeting; DCCED Commissioner Meetings (CED sponsored),"Sande, Julie A (CED)",AG Taylor Calendar - March 2023.pdf
2023-03-02,Statehood Defense,Microsoft Teams Meeting; -,"Brune, Jason W (DEC) ~",AG Taylor Calendar - March 2023.pdf
2023-03-02,JNU toANC,,,AG Taylor Calendar - March 2023.pdf
2023-03-03,-,,,AG Taylor Calendar - March 2023.pdf
2023-03-03,End of pay period - submit leave slips or NLT ASAP,,"West, Kelly M (LAW)",AG Taylor Calendar - March 2023.pdf
2023-03-04,,,,AG Taylor Calendar - March 2023.pdf
2023-03-05,,,,AG Taylor Calendar - March 2023.pdf
2023-03-06,nomic Development Subcabinet Workgroup 3,Microsoft Teams Meeting,"Childers, Christine M (CED)",AG Taylor Calendar - March 2023.pdf
2023-03-06,Meeting AG Taylor/Cori Mills/Randy Ruaro/Michael Korniczky/Raymie Hamann,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - March 2023.pdf
2023-03-06,"PH: Interview: Kelly Lawson, Kenai Superior Court",,"JNU; Dunleavy, Governor (GOV sponsored)",AG Taylor Calendar - March 2023.pdf
2023-03-06,"PH: Interview: Elizabeth Leduc, Kenai Superior Court",,"JNU; Dunleavy, Governor (GOV sponsored)",AG Taylor Calendar - March 2023.pdf
2023-03-06,"PH: Interview: William Montgomery, Kenai Superior Court",,"Dunleavy, Governor (GOV sponsored)",AG Taylor Calendar - March 2023.pdf
2023-03-06,"PH: Interview: Katherine Elsner, Kenai Superior Court",,"Dunleavy, Governor (GOV sponsored)",AG Taylor Calendar - March 2023.pdf
2023-03-07,"15-4:45 PM: PH: Bill Satterberg, AG, Cori Mills","ANC-WEST Cabinet Rm.J,8O1","Dunleavy, Governor (GOV sponsored)",AG Taylor Calendar - March 2023.pdf
2023-03-07,l,,,AG Taylor Calendar - March 2023.pdf
2023-03-07,T,,,AG Taylor Calendar - March 2023.pdf
2023-03-07,Personal Leave To Mar 10 ➔,,,AG Taylor Calendar - March 2023.pdf
2023-03-07,2023 Toe Local Government Trends You Need to Know,801 I; 'Kelly Himelfarl>,,AG Taylor Calendar - March 2023.pdf
2023-03-08,From Mar 7 Personal Leave To Mar 10 ➔,,,AG Taylor Calendar - March 2023.pdf
2023-03-08,Federal Law Enforcement Agency Chiefs' Meeting,Anchorage US Attorney's Office Conference Room -,"Dizon, Ninia R (LAW) NAAG Consumer Protection Committee Call",AG Taylor Calendar - March 2023.pdf
2023-03-09,From Mar 7 Personal Leave To Mar 10 ➔,,,AG Taylor Calendar - March 2023.pdf
2023-03-09,Copy: Economic Development Sub-cabinet Meeting Economic Development Sub-cabinet Meeting,Microsoft Teams Meeting Microsoft Teams Meeting; DCCED Commissioner Meetings (CED sponsored),"Sande, Julie A (CED)",AG Taylor Calendar - March 2023.pdf
2023-03-09,0T,,,AG Taylor Calendar - March 2023.pdf
2023-03-11,,,,AG Taylor Calendar - March 2023.pdf
2023-03-12,,,,AG Taylor Calendar - March 2023.pdf
2023-03-13,Campbell/Max Garner/Justin Jetter re Airport Matter,"Microsoft Teams Meeting SB 67; Dizon, Ninia R (LA~ Microsoft Teams Meeting","Currie, Jennifer A (LAW)",AG Taylor Calendar - March 2023.pdf
2023-03-13,-,,,AG Taylor Calendar - March 2023.pdf
2023-03-13,Meeting AG Taylor/Mark Cued/Stephanie Galbraith/Cori Mills/Kim Tsaousis re Settlement,Microsoft Teams Meeting,"Dizon, Ninia R (U",AG Taylor Calendar - March 2023.pdf
2023-03-13,Juneau To Mar 17 ➔,-; ANCtoJNU,,AG Taylor Calendar - March 2023.pdf
2023-03-13,AG Taylor/Jenn Currie/Max Garner/Cori Mills/Rebecca Polizzotto re Bill,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - March 2023.pdf
2023-03-13,J,,,AG Taylor Calendar - March 2023.pdf
2023-03-13,Meeting AG Taylor/Comm. Anderson/DC Binder/Craig,,,AG Taylor Calendar - March 2023.pdf
2023-03-14,From Mar 13 Juneau To Mar 17 ➔,,,AG Taylor Calendar - March 2023.pdf
2023-03-14,with Rep. Gray,Capitol Room 434,"Dizon, Ninia R (LAW)",AG Taylor Calendar - March 2023.pdf
2023-03-14,Supervisory Meeting (monthly) ~ 67/PFAS,Capitol Room 305; Microsoft Teams Meeting,"Stidolph, Laura B (GOV); West, Kelly M (LAW)",AG Taylor Calendar - March 2023.pdf
2023-03-14,_J,,,AG Taylor Calendar - March 2023.pdf
2023-03-15,Finance Committee Meeting,Microsoft Teams Meeting; Erin Schechter T,,AG Taylor Calendar - March 2023.pdf
2023-03-15,--,,,AG Taylor Calendar - March 2023.pdf
2023-03-15,Meet & Greet AG Taylor/Trevor Consoliver,JNU AG's Office,"Dizon, Ninia R (LAW)",AG Taylor Calendar - March 2023.pdf
2023-03-15,From Mar 13 Juneau To Mar 17 ➔,APOC Disclosures -,"Dizon, Ninia R (LAW) I",AG Taylor Calendar - March 2023.pdf
2023-03-16,0T,,,AG Taylor Calendar - March 2023.pdf
2023-03-16,Copy: Economic Development Sub-cabinet Meeting Economic Development Sub-cabinet Meeting,Microsoft Teams Meeting Microsoft Teams Meeting; DCCED Commissioner Meetings (CED sponsored),"Sande, Julie A (CED)",AG Taylor Calendar - March 2023.pdf
2023-03-16,From Mar 13 Juneau To Mar 17 ➔,,,AG Taylor Calendar - March 2023.pdf
2023-03-18,,,,AG Taylor Calendar - March 2023.pdf
2023-03-19,,,,AG Taylor Calendar - March 2023.pdf
2023-03-20,Executive Team Meeting,TEAMS,"Dizon, Ninia R (LAW)",AG Taylor Calendar - March 2023.pdf
2023-03-20,T,,,AG Taylor Calendar - March 2023.pdf
2023-03-20,SB 67 Discussion,Microsoft Teams Meeting,"Mills, Andy J (DOT)",AG Taylor Calendar - March 2023.pdf
2023-03-21,~,Teams; =--,"Atlas Air; Anderson, Ryan (DOT)",AG Taylor Calendar - March 2023.pdf
2023-03-21,Meeting ADOL/BYU re Recruitment,"801 , Access Code 0 1 (Jessica will chair)","'D,zon, Ninra R (LAW)",AG Taylor Calendar - March 2023.pdf
2023-03-21,Check In AG Taylor/Mary Gramling re Workgroup,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - March 2023.pdf
2023-03-21,Second Interview with\l\S 39.25.080~],"ANC AGO, 1031 W. 4th Ave., Suite 200, Anchorage/Microsoft Teams Meeting","Dizon, Ninia R (LAW)",AG Taylor Calendar - March 2023.pdf
2023-03-21,Economic Development Subcommittee - ESG Workgroup,Microsoft Teams Meeting; ~,"Dizon, Ninia R (LAW) 01",AG Taylor Calendar - March 2023.pdf
2023-03-22,j,,,AG Taylor Calendar - March 2023.pdf
2023-03-22,Meeting AG Taylor/Alan Birnbaum/Cloe Mead Wright/Cori Mills/Patty Sullivan/Rachel Witty re Request,Microsoft Teams Meeting,,AG Taylor Calendar - March 2023.pdf
2023-03-23,19 20 21 22 23 24 25 16 17 18 19 20 21 22,,,AG Taylor Calendar - March 2023.pdf
2023-03-23,12 13 14 15 16 17 18 9 10 11 12 13 14 15,,,AG Taylor Calendar - March 2023.pdf
2023-03-23,26 27 28 29 30 31 23 24 25 26 27 28 29,,,AG Taylor Calendar - March 2023.pdf
2023-03-24,From Mar 23 Personal Leave I,,,AG Taylor Calendar - March 2023.pdf
2023-03-25,12 13 14 15 16 17 18 9 10 11 12 13 14 15,,,AG Taylor Calendar - March 2023.pdf
2023-03-25,19 20 21 22 23 24 25 16 17 18 19 20 21 22,,,AG Taylor Calendar - March 2023.pdf
2023-03-25,26 27 28 29 30 31 23 24 25 26 27 28 29,,,AG Taylor Calendar - March 2023.pdf
2023-03-26,,,,AG Taylor Calendar - March 2023.pdf
2023-03-27,Day -State Holiday I,,,AG Taylor Calendar - March 2023.pdf
2023-03-27,Meeting AG Taylor/Cori Mills/Mags Paton-Walsh/Aaron Peterson/Comm. Vincent-Lang re Kuskokwim,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - March 2023.pdf
2023-03-28,MTG: Administrative Cabinet,JNU Cabinet/ANC Cabinet[B OI,,AG Taylor Calendar - March 2023.pdf
2023-03-28,-- Microsoft Teams Meeting,,"Dizon, Ninia R (LAW)",AG Taylor Calendar - March 2023.pdf
2023-03-28,Meeting AG Taylor/Stacie Kraly/Cori Mills re Response,,,AG Taylor Calendar - March 2023.pdf
2023-03-28,"""",,,AG Taylor Calendar - March 2023.pdf
2023-03-28,Meeting ADOL/University of Idaho re Recruitment,Zoom,"Dizon, Ninia R (LAW)",AG Taylor Calendar - March 2023.pdf
2023-03-28,Juneau ToMar30 ➔,ANCtoJNU,,AG Taylor Calendar - March 2023.pdf
2023-03-28,"Civil Division Updates: the Employee Resource Guide, the New Practice Guide, Policies and Job Aides",Microsoft Teams Meeting,Carte,AG Taylor Calendar - March 2023.pdf
2023-03-29,-,,,AG Taylor Calendar - March 2023.pdf
2023-03-29,"Meeting ADOL/University of South Dakota, Knudson School of Law re Recruitment",Zoom,"Dizon, Ninia R (LAW)",AG Taylor Calendar - March 2023.pdf
2023-03-29,801 l,Zoom Matthew Kopko,"Dizon, Ninia R (LAW)",AG Taylor Calendar - March 2023.pdf
2023-03-29,Meet & Greet with Rep. Justin Ruffridge,Capitol Room 104,"Dizon, Ninia R (LAW)",AG Taylor Calendar - March 2023.pdf
2023-03-29,From Mar 28 Juneau ToMar30 ➔,,,AG Taylor Calendar - March 2023.pdf
2023-03-29,Meet & Greet with Rep. Jesse Sumner,Capitol Room 421,"Dizon, Ninia R (LAW)",AG Taylor Calendar - March 2023.pdf
2023-03-29,Second Interview with~S 39.25.0S0(a~,Microsoft Teams Meeting,"Dizon, Ninia R (LAW) 81",AG Taylor Calendar - March 2023.pdf
2023-03-29,Meeting ADOL/Baylor University re Recruitment Pro-Fiduciary Investors Taskforce - Proxv 2023 Preview & Kickoj,,,AG Taylor Calendar - March 2023.pdf
2023-03-30,12 13 14 15 16 17 18 9 10 11 12 13 14 15,,,AG Taylor Calendar - March 2023.pdf
2023-03-30,26 27 28 29 30 31 23 24 25 26 27 28 29,,,AG Taylor Calendar - March 2023.pdf
2023-03-30,19 20 21 22 23 24 25 16 17 18 19 20 21 22,,,AG Taylor Calendar - March 2023.pdf
2023-03-31,I,,,AG Taylor Calendar - March 2023.pdf
2023-03-31,rersonal Apptj,,,AG Taylor Calendar - March 2023.pdf
2023-03-31,~ d of pay period - submit leave slips or NL T ASAP,,"West, Kel""o",AG Taylor Calendar - March 2023.pdf
2023-03-31,=-- = 7,,,AG Taylor Calendar - March 2023.pdf
2023-03-31,Meeting AG Taylor/John Haley/Cori Mills/Mags Paton-Walsh/Jeff Pickett/Beau Roysden/Paul Watkins re Possible Litigation,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - March 2023.pdf
2023-03-31,Weekly Legislative Check In,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - March 2023.pdf
2023-04-01,,,,AG Taylor Calendar - April 2023.pdf
2023-04-02,,,,AG Taylor Calendar - April 2023.pdf
2023-04-03,Meeting AG Taylor/Aisha Bray/Max Garner/Stacie Kraly/Cori Mills re Settlement,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - April 2023.pdf
2023-04-03,Meeting AG Taylor/Cori Mills/Mags Paton-Walsh re Litigation,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - April 2023.pdf
2023-04-04,nomic Development Subcommittee - ESG Workgroup,Microsoft Teams Meeting,"Dizon, Ninia R (LAW) ~",AG Taylor Calendar - April 2023.pdf
2023-04-06,9 10 11 12 13 14 15 14 15 16 17 18 19 20,16 17 18 19 20 21 22 21 22 23 24 25 26 27; 23 24 25 26 27 28 29 28 29 30 31,,AG Taylor Calendar - April 2023.pdf
2023-04-07,Weekly Legislative Check In,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - April 2023.pdf
2023-04-08,,,,AG Taylor Calendar - April 2023.pdf
2023-04-09,,,,AG Taylor Calendar - April 2023.pdf
2023-04-10,Meeting AG Taylor/Cori Mills/Mags Paton Walsh/Jeff Pickett re Mediation,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - April 2023.pdf
2023-04-10,Check In AG Taylor/Cori Mills,Microsoft Teams Meeting,"Dizon, Ninia R (LAW) ~",AG Taylor Calendar - April 2023.pdf
2023-04-11,ATTEND Supervisory Meeting (monthly),Microsoft Teams Meeting,"West, Kelly M (LAW)",AG Taylor Calendar - April 2023.pdf
2023-04-11,-,,,AG Taylor Calendar - April 2023.pdf
2023-04-11,Meeting AG Taylor/Mike Connolly/Gilbert Dickey/Cori Mills/Anne Nelson/Ron Opsahl re Lawsuit,Microsoft Teams Meeting; -,"Dizon, Ninia R (LAW)",AG Taylor Calendar - April 2023.pdf
2023-04-12,Check In AG Taylor/Cori Mills,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - April 2023.pdf
2023-04-12,Attorney Flex/TWA/RDO Q&A Session - Join if you have questions!,Microsoft Teams Meeting,"West, Kelly M (LAW)",AG Taylor Calendar - April 2023.pdf
2023-04-12,-,,,AG Taylor Calendar - April 2023.pdf
2023-04-12,e v DOC Mediation I,,,AG Taylor Calendar - April 2023.pdf
2023-04-12,],,,AG Taylor Calendar - April 2023.pdf
2023-04-12,Meeting ADOL/St. Mary's University Texas,Zoom,"Dizon, Ninia R (LAW)",AG Taylor Calendar - April 2023.pdf
2023-04-13,9 10 11 12 13 14 15 14 15 16 17 18 19 20,16 17 18 19 20 21 22 21 22 23 24 25 26 27; 23 24 25 26 27 28 29 28 29 30 31,,AG Taylor Calendar - April 2023.pdf
2023-04-14,End of pay period - submit leave slips or NLT ASAP,,"West, Kelly M (LAW)",AG Taylor Calendar - April 2023.pdf
2023-04-15,9 10 11 12 13 14 15 14 15 16 17 18 19 20,16 17 18 19 20 21 22 21 22 23 24 25 26 27; 23 24 25 26 27 28 29 28 29 30 31,,AG Taylor Calendar - April 2023.pdf
2023-04-16,9 10 11 12 13 14 15 14 15 16 17 18 19 20,16 17 18 19 20 21 22 21 22 23 24 25 26 27; 23 24 25 26 27 28 29 28 29 30 31,,AG Taylor Calendar - April 2023.pdf
2023-04-17,Check In AG Taylor/Cori Mills,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - April 2023.pdf
2023-04-17,NAAG 2023 Business Session,,,AG Taylor Calendar - April 2023.pdf
2023-04-17,Meeting with Omnis,Zoom,"Dizon, Ninia R (LAW)",AG Taylor Calendar - April 2023.pdf
2023-04-17,0,,,AG Taylor Calendar - April 2023.pdf
2023-04-17,I Samantha Hammond j,,,AG Taylor Calendar - April 2023.pdf
2023-04-18,Meeting ADOL/Louisiana State University re Recruitment,Zoom,"Dizon, Ninia R (LAW)",AG Taylor Calendar - April 2023.pdf
2023-04-18,Check In AG Taylor/Cori Mills,Microsoft Teams Meeting,"Dizon, Ninia R (LAW) ~",AG Taylor Calendar - April 2023.pdf
2023-04-18,Meeting AG Taylor/Comm. Brune/Cori Mills re Litigation Process,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - April 2023.pdf
2023-04-19,l,,,AG Taylor Calendar - April 2023.pdf
2023-04-19,Federal LE Agency Chiefs' Meeting,"ANC U.S. Attorney's; Office, Room 253/Telephonic Info Below","Dizon, Ninia R (LAW)",AG Taylor Calendar - April 2023.pdf
2023-04-19,Meeting AG Taylor/Jessie Alloway/Cori Mills/Parker Patterson/Rebecca Polizzotto/Amy Robinson re Legislation,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - April 2023.pdf
2023-04-19,Check In AG Taylor/Cori Mills,Microsoft Teams Meeting; - 0,"Dizon, Ninia R (LAW)",AG Taylor Calendar - April 2023.pdf
2023-04-19,l,,,AG Taylor Calendar - April 2023.pdf
2023-04-19,Meeting LAW/DEC/DFG/DNR re Litigation,Microsoft Teams Meeting; -,"Dizon, Ninia R (LAW)",AG Taylor Calendar - April 2023.pdf
2023-04-20,9 10 11 12 13 14 15 14 15 16 17 18 19 20,16 17 18 19 20 21 22 21 22 23 24 25 26 27; 23 24 25 26 27 28 29 28 29 30 31,,AG Taylor Calendar - April 2023.pdf
2023-04-21,l,,,AG Taylor Calendar - April 2023.pdf
2023-04-21,Meeting re Awards,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - April 2023.pdf
2023-04-21,Weekly Legislative Check In I,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - April 2023.pdf
2023-04-21,o l,Penioiiil appt!,,AG Taylor Calendar - April 2023.pdf
2023-04-21,j,,,AG Taylor Calendar - April 2023.pdf
2023-04-22,,,,AG Taylor Calendar - April 2023.pdf
2023-04-23,,,,AG Taylor Calendar - April 2023.pdf
2023-04-24,Check In AG Taylor/Cori Mills,Microsoft Teams Meeting,"Dizon, Ninia R (LAW) ~",AG Taylor Calendar - April 2023.pdf
2023-04-25,-,,,AG Taylor Calendar - April 2023.pdf
2023-04-25,Meeting AG Taylor/Jessie Alloway/Tom Flynn/Laura Fox/Lael Harrison/Cori Mills/Mags Paton-Walsh/Rachel Witty re Settlement,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - April 2023.pdf
2023-04-25,Check In AG Taylor/Cori Mills,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - April 2023.pdf
2023-04-25,0,,,AG Taylor Calendar - April 2023.pdf
2023-04-26,Commitment Bills,Microsoft Teams Meeting,"Mills, Cori M (LAW)",AG Taylor Calendar - April 2023.pdf
2023-04-26,-,,,AG Taylor Calendar - April 2023.pdf
2023-04-26,Check In AG Taylor/Cori Mills,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - April 2023.pdf
2023-04-26,Root beer Float,Office Wide,"Dizon, Ninia R (LAW)",AG Taylor Calendar - April 2023.pdf
2023-04-26,Brady photo op Denim Day,,,AG Taylor Calendar - April 2023.pdf
2023-04-26,Optional: Photo Op: Denim Day I Sexual Assault Awareness month,,"Fradley, Tara D (GOV)",AG Taylor Calendar - April 2023.pdf
2023-04-26,Day I,,,AG Taylor Calendar - April 2023.pdf
